Dataset,Dataset_File,OpenML_ID,Instances,Features,IR,IR_Category,Feature_Interval,Feature_Interval_Order,Fold,Oversampler,Variant,SVM,Sampler_Status,Sampler_Detail,Majority_Before,Minority_Before,Majority_After,Minority_After,Generated_Samples,Synthetic_Added,Majority_Removed,Net_Row_Change,Resample_Time_s,Time_per_Generated_ms,Time_per_Instance_ms
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,4,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,8739,208,5948,973,765,765,2791,-2026,0.2752,0.3597,0.3597
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,4,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,8739,208,8739,228,20,20,0,20,0.0233,1.1655,1.1655
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,4,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,8739,208,8739,769,561,561,0,561,0.3047,0.5431,0.5431
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,4,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,8739,208,5948,209,1,1,2791,-2790,0.1298,129.8323,129.8323
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,4,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,8739,208,5948,226,18,18,2791,-2773,0.1847,10.2619,10.2619
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,4,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,8739,208,5948,5943,5735,5735,2791,2944,1.1645,0.2031,0.2031
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,5,None,None,--,not_applied,baseline_no_resampling,8739,208,8739,208,0,0,0,0,0.001,,
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,5,SMOTE,Baseline,--,success,fit_resample,8739,208,8739,8739,8531,8531,0,8531,0.0057,0.0007,0.0007
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,5,ADASYN,Baseline,--,success,fit_resample,8739,208,8749,8739,8531,8531,0,8541,0.0164,0.0019,0.0019
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,5,BorderlineSMOTE,Baseline,--,success,fit_resample,8739,208,8739,8739,8531,8531,0,8531,0.0164,0.0019,0.0019
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,5,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",8739,208,8739,8739,8531,8531,0,8531,0.0285,0.0033,0.0033
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,5,SVMSMOTE,Baseline,--,success,fit_resample,8739,208,8739,8739,8531,8531,0,8531,0.1521,0.0178,0.0178
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,5,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,8739,208,5988,785,577,577,2751,-2174,0.1418,0.2457,0.2457
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,5,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,8739,208,5988,649,441,441,2751,-2310,0.2554,0.5791,0.5791
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,8739,208,8739,1063,855,855,0,855,0.0241,0.0282,0.0282
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,8739,208,8739,787,579,579,0,579,0.5311,0.9173,0.9173
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,8739,208,5988,213,5,5,2751,-2746,0.6786,135.7254,135.7254
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,8739,208,5988,223,15,15,2751,-2736,0.1903,12.6879,12.6879
Mammography,mammography,310,11183,6,42.0115,Extreme,Features <= 10,1,5,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,8739,208,5988,5978,5770,5770,2751,3019,0.1491,0.0258,0.0258
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,1,None,None,--,not_applied,baseline_no_resampling,9175,4104,9175,4104,0,0,0,0,0.0009,,
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,1,SMOTE,Baseline,--,success,fit_resample,9175,4104,9175,9175,5071,5071,0,5071,0.0981,0.0194,0.0194
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,1,ADASYN,Baseline,--,success,fit_resample,9175,4104,9175,9144,5040,5040,0,5040,0.3588,0.0712,0.0712
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,1,BorderlineSMOTE,Baseline,--,success,fit_resample,9175,4104,9175,9175,5071,5071,0,5071,0.3259,0.0643,0.0643
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,1,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",9175,4104,9176,9175,5071,5071,0,5072,1.1081,0.2185,0.2185
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,1,SVMSMOTE,Baseline,--,success,fit_resample,9175,4104,9175,9175,5071,5071,0,5071,3.4688,0.684,0.684
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,9175,4104,7336,4398,294,294,1839,-1545,1.9099,6.4963,6.4963
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,9175,4104,7336,4488,384,384,1839,-1455,4.5345,11.8086,11.8086
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,9175,4104,9175,4608,504,504,0,504,0.5084,1.0087,1.0087
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,9175,4104,9175,4730,626,626,0,626,4.58,7.3163,7.3163
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,9175,4104,7336,4120,16,16,1839,-1823,2.4788,154.9225,154.9225
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,9175,4104,7336,4432,328,328,1839,-1511,4.2203,12.8667,12.8667
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,1,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,9175,4104,7336,7037,2933,2933,1839,1094,3.9691,1.3533,1.3533
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,2,None,None,--,not_applied,baseline_no_resampling,9175,4104,9175,4104,0,0,0,0,0.001,,
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,2,SMOTE,Baseline,--,success,fit_resample,9175,4104,9175,9175,5071,5071,0,5071,0.0959,0.0189,0.0189
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,2,ADASYN,Baseline,--,success,fit_resample,9175,4104,9175,9164,5060,5060,0,5060,0.5359,0.1059,0.1059
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,2,BorderlineSMOTE,Baseline,--,success,fit_resample,9175,4104,9175,9175,5071,5071,0,5071,0.3267,0.0644,0.0644
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,2,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",9175,4104,9176,9175,5071,5071,0,5072,0.5381,0.1061,0.1061
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,2,SVMSMOTE,Baseline,--,success,fit_resample,9175,4104,9175,9175,5071,5071,0,5071,3.3239,0.6555,0.6555
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,9175,4104,7306,4402,298,298,1869,-1571,1.9216,6.4482,6.4482
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,9175,4104,7306,4516,412,412,1869,-1457,4.4461,10.7916,10.7916
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,9175,4104,9175,4105,1,1,0,1,0.798,798.0223,798.0223
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,9175,4104,9175,4757,653,653,0,653,4.6254,7.0833,7.0833
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,9175,4104,7306,4122,18,18,1869,-1851,3.5441,196.8938,196.8938
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,9175,4104,7306,4421,317,317,1869,-1552,4.3625,13.7619,13.7619
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,2,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,9175,4104,7306,7083,2979,2979,1869,1110,4.1307,1.3866,1.3866
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,3,None,None,--,not_applied,baseline_no_resampling,9175,4104,9175,4104,0,0,0,0,0.001,,
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,3,SMOTE,Baseline,--,success,fit_resample,9175,4104,9175,9175,5071,5071,0,5071,0.0989,0.0195,0.0195
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,3,ADASYN,Baseline,--,success,fit_resample,9175,4104,9254,9175,5071,5071,0,5150,0.3629,0.0716,0.0716
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,3,BorderlineSMOTE,Baseline,--,success,fit_resample,9175,4104,9175,9175,5071,5071,0,5071,0.3424,0.0675,0.0675
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,3,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",9175,4104,9176,9175,5071,5071,0,5072,0.2414,0.0476,0.0476
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,3,SVMSMOTE,Baseline,--,success,fit_resample,9175,4104,9175,9175,5071,5071,0,5071,3.3662,0.6638,0.6638
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,9175,4104,7311,4402,298,298,1864,-1566,1.8348,6.1571,6.1571
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,9175,4104,7311,4549,445,445,1864,-1419,4.8041,10.7956,10.7956
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,9175,4104,9175,4108,4,4,0,4,0.461,115.2562,115.2562
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,9175,4104,9175,4746,642,642,0,642,4.7398,7.3829,7.3829
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,9175,4104,7311,4127,23,23,1864,-1841,2.7026,117.5041,117.5041
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,9175,4104,7311,4439,335,335,1864,-1529,4.545,13.5671,13.5671
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,3,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,9175,4104,7311,7082,2978,2978,1864,1114,3.6727,1.2333,1.2333
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,4,None,None,--,not_applied,baseline_no_resampling,9175,4104,9175,4104,0,0,0,0,0.001,,
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,4,SMOTE,Baseline,--,success,fit_resample,9175,4104,9175,9175,5071,5071,0,5071,0.0946,0.0187,0.0187
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,4,ADASYN,Baseline,--,success,fit_resample,9175,4104,9213,9175,5071,5071,0,5109,0.3756,0.0741,0.0741
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,4,BorderlineSMOTE,Baseline,--,success,fit_resample,9175,4104,9175,9175,5071,5071,0,5071,0.322,0.0635,0.0635
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,4,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",9175,4104,9176,9175,5071,5071,0,5072,0.7941,0.1566,0.1566
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,4,SVMSMOTE,Baseline,--,success,fit_resample,9175,4104,9175,9175,5071,5071,0,5071,3.2789,0.6466,0.6466
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,4,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,9175,4104,7324,4404,300,300,1851,-1551,1.8434,6.1448,6.1448
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,4,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,9175,4104,7324,4536,432,432,1851,-1419,4.6136,10.6796,10.6796
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,4,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,9175,4104,9175,4615,511,511,0,511,0.6856,1.3417,1.3417
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,4,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,9175,4104,9175,4726,622,622,0,622,4.4667,7.1811,7.1811
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,4,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,9175,4104,7324,4121,17,17,1851,-1834,2.7806,163.5672,163.5672
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,4,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,9175,4104,7324,4416,312,312,1851,-1539,4.3235,13.8572,13.8572
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,4,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,9175,4104,7324,7095,2991,2991,1851,1140,3.8119,1.2745,1.2745
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,5,None,None,--,not_applied,baseline_no_resampling,9176,4104,9176,4104,0,0,0,0,0.0009,,
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,5,SMOTE,Baseline,--,success,fit_resample,9176,4104,9176,9176,5072,5072,0,5072,0.0961,0.0189,0.0189
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,5,ADASYN,Baseline,--,success,fit_resample,9176,4104,9183,9176,5072,5072,0,5079,0.3585,0.0707,0.0707
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,5,BorderlineSMOTE,Baseline,--,success,fit_resample,9176,4104,9176,9176,5072,5072,0,5072,0.3317,0.0654,0.0654
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,5,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",9176,4104,9176,9176,5072,5072,0,5072,0.1138,0.0224,0.0224
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,5,SVMSMOTE,Baseline,--,success,fit_resample,9176,4104,9176,9176,5072,5072,0,5072,3.4547,0.6811,0.6811
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,5,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,9176,4104,7323,4400,296,296,1853,-1557,1.7754,5.9979,5.9979
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,5,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,9176,4104,7323,4534,430,430,1853,-1423,4.4535,10.3569,10.3569
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,9176,4104,9176,4109,5,5,0,5,0.6266,125.3144,125.3144
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,9176,4104,9176,4760,656,656,0,656,4.7071,7.1754,7.1754
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,9176,4104,7323,4115,11,11,1853,-1842,2.7096,246.3311,246.3311
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,9176,4104,7323,4442,338,338,1853,-1515,4.5083,13.3382,13.3382
Elevators,elevators,846,16599,18,2.2357,Low,10 < Features <= 30,2,5,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,9176,4104,7323,7063,2959,2959,1853,1106,3.6147,1.2216,1.2216
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,1,None,None,--,not_applied,baseline_no_resampling,4572,1981,4572,1981,0,0,0,0,0.001,,
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,1,SMOTE,Baseline,--,success,fit_resample,4572,1981,4572,4572,2591,2591,0,2591,0.0803,0.031,0.031
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,1,ADASYN,Baseline,--,success,fit_resample,4572,1981,4572,4569,2588,2588,0,2588,0.3296,0.1273,0.1273
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,1,BorderlineSMOTE,Baseline,--,success,fit_resample,4572,1981,4572,4572,2591,2591,0,2591,0.1588,0.0613,0.0613
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,1,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",4572,1981,4575,4572,2591,2591,0,2594,0.0753,0.0291,0.0291
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,1,SVMSMOTE,Baseline,--,success,fit_resample,4572,1981,4572,4572,2591,2591,0,2591,0.5897,0.2276,0.2276
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,4572,1981,3552,2137,156,156,1020,-864,1.9036,12.2023,12.2023
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,4572,1981,3552,2172,191,191,1020,-829,0.5868,3.0722,3.0722
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,4572,1981,4572,2407,426,426,0,426,0.2306,0.5412,0.5412
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,4572,1981,4572,2391,410,410,0,410,0.8598,2.0971,2.0971
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,4572,1981,3552,2180,199,199,1020,-821,0.13,0.6535,0.6535
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,4572,1981,3552,2039,58,58,1020,-962,1.8036,31.0963,31.0963
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,1,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,4572,1981,3552,3541,1560,1560,1020,540,0.3025,0.1939,0.1939
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,2,None,None,--,not_applied,baseline_no_resampling,4572,1981,4572,1981,0,0,0,0,0.001,,
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,2,SMOTE,Baseline,--,success,fit_resample,4572,1981,4572,4572,2591,2591,0,2591,0.0757,0.0292,0.0292
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,2,ADASYN,Baseline,--,success,fit_resample,4572,1981,4604,4572,2591,2591,0,2623,0.2122,0.0819,0.0819
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,2,BorderlineSMOTE,Baseline,--,success,fit_resample,4572,1981,4572,4572,2591,2591,0,2591,0.2542,0.0981,0.0981
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,2,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",4572,1981,4574,4572,2591,2591,0,2593,0.0748,0.0289,0.0289
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,2,SVMSMOTE,Baseline,--,success,fit_resample,4572,1981,4572,4572,2591,2591,0,2591,0.5963,0.2302,0.2302
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,4572,1981,3531,2135,154,154,1041,-887,1.7726,11.5102,11.5102
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,4572,1981,3531,2189,208,208,1041,-833,0.5666,2.7241,2.7241
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,4572,1981,4572,2390,409,409,0,409,0.2224,0.5438,0.5438
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,4572,1981,4572,2387,406,406,0,406,0.866,2.133,2.133
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,4572,1981,3531,2180,199,199,1041,-842,0.132,0.6636,0.6636
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,4572,1981,3531,2040,59,59,1041,-982,1.2181,20.6466,20.6466
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,2,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,4572,1981,3531,3513,1532,1532,1041,491,0.32,0.2089,0.2089
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,3,None,None,--,not_applied,baseline_no_resampling,4572,1982,4572,1982,0,0,0,0,0.001,,
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,3,SMOTE,Baseline,--,success,fit_resample,4572,1982,4572,4572,2590,2590,0,2590,0.0816,0.0315,0.0315
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,3,ADASYN,Baseline,--,success,fit_resample,4572,1982,4572,4459,2477,2477,0,2477,0.2056,0.083,0.083
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,3,BorderlineSMOTE,Baseline,--,success,fit_resample,4572,1982,4572,4572,2590,2590,0,2590,0.2774,0.1071,0.1071
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,3,KMeansSMOTE,Baseline,--,success,"{""k_neighbors"": 5, ""cluster_balance_threshold"": ""auto"", ""kmeans_estimator"": ""default""}",4572,1982,4574,4572,2590,2590,0,2592,0.0736,0.0284,0.0284
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,3,SVMSMOTE,Baseline,--,success,fit_resample,4572,1982,4572,4572,2590,2590,0,2590,0.5923,0.2287,0.2287
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,success,fit_resample,4572,1982,3543,2131,149,149,1029,-880,0.2979,1.9995,1.9995
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,success,fit_resample,4572,1982,3543,2183,201,201,1029,-828,1.7336,8.6249,8.6249
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,success,fit_resample,4572,1982,4572,2421,439,439,0,439,0.2236,0.5094,0.5094
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,success,fit_resample,4572,1982,4572,2366,384,384,0,384,0.8387,2.1842,2.1842
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,success,fit_resample,4572,1982,3543,2181,199,199,1029,-830,0.1594,0.801,0.801
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,success,fit_resample,4572,1982,3543,2047,65,65,1029,-964,0.4498,6.9204,6.9204
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,3,BSSMOTE w/o SVM,w/o SVM,--,success,fit_resample,4572,1982,3543,3467,1485,1485,1029,456,1.331,0.8963,0.8963
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,4,None,None,--,not_applied,baseline_no_resampling,4572,1982,4572,1982,0,0,0,0,0.0009,,
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,4,SMOTE,Baseline,--,success,fit_resample,4572,1982,4572,4572,2590,2590,0,2590,0.0823,0.0318,0.0318
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,4,ADASYN,Baseline,--,success,fit_resample,4572,1982,4595,4572,2590,2590,0,2613,0.2078,0.0803,0.0803
CPU small,cpu_small,735,8192,12,2.3072,Low,10 < Features <= 30,2,4,BorderlineSMOTE,Baseline,--,success,fit_resample,4572,1982,4572,4572,2590,2590,0,2590,0.1817,0.0701,0.0701
