Dataset,Dataset_File,OpenML_ID,Instances,Features,IR,IR_Category,Feature_Interval,Feature_Interval_Order,Oversampler,Variant,SVM,Model,Precision_mean,Precision_std,Recall_mean,Recall_std,AUC_PR_mean,AUC_PR_std,GMean_mean,GMean_std,Generated_Samples_mean,Generated_Samples_std,Resample_Time_mean,Resample_Time_std,Time_per_Generated_ms_mean,Time_per_Generated_ms_std,Model_Fit_Time_mean,Model_Fit_Time_std
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,KMeansSMOTE,Baseline,--,LightGBM,0.923,0.0199,0.8511,0.0222,0.9283,0.0152,0.9192,0.0118,11696.0,0.7071,0.1979,0.3169,0.0169,0.0271,0.327,0.0574
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,KMeansSMOTE,Baseline,--,RF,0.9297,0.0179,0.8377,0.0171,0.9171,0.017,0.9123,0.0097,11696.0,0.7071,0.1979,0.3169,0.0169,0.0271,7.4467,0.7003
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,None,None,--,DT,0.8291,0.0161,0.8346,0.0173,0.7069,0.0059,0.9055,0.0084,0.0,0.0,0.001,0.0003,,,0.2373,0.0428
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,None,None,--,LightGBM,0.9269,0.0168,0.8542,0.0144,0.9301,0.0122,0.921,0.0074,0.0,0.0,0.001,0.0003,,,0.2532,0.0546
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,None,None,--,RF,0.9337,0.0167,0.8401,0.0159,0.9199,0.017,0.9138,0.0088,0.0,0.0,0.001,0.0003,,,4.26,0.224
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,SMOTE,Baseline,--,DT,0.6744,0.0179,0.8743,0.0108,0.6012,0.0165,0.9149,0.0055,11696.0,0.7071,0.019,0.0054,0.0016,0.0005,0.5522,0.1266
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,SMOTE,Baseline,--,LightGBM,0.7981,0.0246,0.9011,0.0203,0.9262,0.0163,0.9382,0.0107,11696.0,0.7071,0.019,0.0054,0.0016,0.0005,0.3382,0.0608
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,SMOTE,Baseline,--,RF,0.8504,0.0264,0.892,0.0161,0.917,0.0162,0.9369,0.0093,11696.0,0.7071,0.019,0.0054,0.0016,0.0005,9.2709,1.1074
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,SVMSMOTE,Baseline,--,DT,0.7305,0.0315,0.8676,0.0183,0.6457,0.0258,0.9161,0.0089,11696.0,0.7071,0.6487,0.1733,0.0555,0.0148,0.5123,0.0411
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,SVMSMOTE,Baseline,--,LightGBM,0.7792,0.0269,0.9109,0.0165,0.9174,0.0173,0.9418,0.0086,11696.0,0.7071,0.6487,0.1733,0.0555,0.0148,0.3281,0.007
Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,17898,8,9.9201,Medium,Features <= 10,1,SVMSMOTE,Baseline,--,RF,0.8312,0.0251,0.9005,0.0147,0.9127,0.0194,0.9401,0.0078,11696.0,0.7071,0.6487,0.1733,0.0555,0.0148,8.9016,0.7864
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,ADASYN,Baseline,--,DT,0.4588,0.135,0.6667,0.1764,0.3211,0.1385,0.805,0.113,3960.0,0.0,0.0241,0.0249,0.0061,0.0063,0.4117,0.1034
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,ADASYN,Baseline,--,LightGBM,0.7746,0.0681,0.72,0.1193,0.8336,0.0664,0.8447,0.0721,3960.0,0.0,0.0241,0.0249,0.0061,0.0063,0.6656,0.1403
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,ADASYN,Baseline,--,RF,0.8157,0.0658,0.68,0.1282,0.8235,0.0702,0.8204,0.0818,3960.0,0.0,0.0241,0.0249,0.0061,0.0063,3.7722,0.3127
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.3259,0.0484,0.8533,0.1282,0.2773,0.0372,0.9086,0.0665,1.6,0.5477,0.831,0.1952,572.2765,232.9141,0.0581,0.0097
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,0.4533,0.0716,0.7867,0.1192,0.7996,0.0994,0.8784,0.0688,1.6,0.5477,0.831,0.1952,572.2765,232.9141,0.1508,0.0071
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,0.4453,0.0819,0.8533,0.0869,0.7946,0.0852,0.915,0.0438,1.6,0.5477,0.831,0.1952,572.2765,232.9141,0.6051,0.02
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.347,0.043,0.84,0.1382,0.2919,0.0444,0.9026,0.0727,4.6,1.6733,1.0526,0.5218,253.8008,128.9076,0.0549,0.0049
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,0.4695,0.0964,0.8,0.1491,0.7717,0.0628,0.8849,0.0826,4.6,1.6733,1.0526,0.5218,253.8008,128.9076,0.1715,0.0402
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,0.4426,0.0735,0.8533,0.0869,0.7899,0.0892,0.915,0.0438,4.6,1.6733,1.0526,0.5218,253.8008,128.9076,0.6641,0.1403
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.6591,0.128,0.7333,0.1054,0.4783,0.0597,0.8517,0.0598,20.4,17.855,0.0472,0.0364,4.1431,3.642,0.068,0.0167
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,0.9057,0.0721,0.6666,0.1247,0.8291,0.073,0.8131,0.0777,20.4,17.855,0.0472,0.0364,4.1431,3.642,0.2328,0.0679
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,0.8859,0.0825,0.64,0.1299,0.8302,0.0904,0.796,0.0837,20.4,17.855,0.0472,0.0364,4.1431,3.642,0.9269,0.2073
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.5644,0.0334,0.56,0.1535,0.321,0.0768,0.7396,0.1061,546.6,206.9633,0.1239,0.0619,0.2976,0.2665,0.0976,0.0113
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,0.9211,0.0839,0.68,0.1726,0.8431,0.0775,0.8186,0.107,546.6,206.9633,0.1239,0.0619,0.2976,0.2665,0.4729,0.1258
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,0.9381,0.0852,0.64,0.1739,0.8272,0.0876,0.7933,0.1125,546.6,206.9633,0.1239,0.0619,0.2976,0.2665,1.1092,0.2105
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o SVM,w/o SVM,--,DT,0.2649,0.0558,0.7867,0.1282,0.215,0.0662,0.8696,0.0727,3108.6,4.827,1.027,0.4125,0.3303,0.1323,0.2569,0.0365
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.42,0.0699,0.8267,0.0596,0.7732,0.0575,0.9007,0.0307,3108.6,4.827,1.027,0.4125,0.3303,0.1323,0.6555,0.1634
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BSSMOTE w/o SVM,w/o SVM,--,RF,0.4911,0.0529,0.8,0.1054,0.7923,0.0784,0.8872,0.0584,3108.6,4.827,1.027,0.4125,0.3303,0.1323,2.4561,0.3875
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BorderlineSMOTE,Baseline,--,DT,0.5998,0.0879,0.7333,0.1333,0.4407,0.0794,0.8502,0.0748,3960.0,0.0,0.012,0.0029,0.003,0.0007,0.3891,0.05
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BorderlineSMOTE,Baseline,--,LightGBM,0.8147,0.1108,0.72,0.1283,0.8117,0.0896,0.8445,0.0767,3960.0,0.0,0.012,0.0029,0.003,0.0007,0.7118,0.1826
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,BorderlineSMOTE,Baseline,--,RF,0.8618,0.0993,0.6267,0.13,0.8266,0.0592,0.7869,0.0879,3960.0,0.0,0.012,0.0029,0.003,0.0007,3.7905,0.5161
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.338,0.0383,0.84,0.1115,0.2852,0.0401,0.9032,0.06,23.0,18.8016,1.1319,0.6256,241.382,442.8758,0.0544,0.007
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,0.4522,0.077,0.8,0.1491,0.7972,0.0766,0.8845,0.0824,23.0,18.8016,1.1319,0.6256,241.382,442.8758,0.1756,0.0419
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,0.4562,0.0694,0.8667,0.0816,0.7972,0.0904,0.9225,0.0405,23.0,18.8016,1.1319,0.6256,241.382,442.8758,0.6781,0.1313
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.3245,0.0833,0.7867,0.1095,0.2611,0.0843,0.8737,0.0602,499.2,59.1583,1.061,0.3451,2.1003,0.4802,0.0721,0.0095
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,0.3934,0.0654,0.84,0.1116,0.7556,0.0939,0.9056,0.0584,499.2,59.1583,1.061,0.3451,2.1003,0.4802,0.457,0.0889
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,0.4903,0.0871,0.84,0.1011,0.7704,0.0818,0.909,0.0552,499.2,59.1583,1.061,0.3451,2.1003,0.4802,0.8889,0.1382
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,KMeansSMOTE,Baseline,--,DT,0.5849,0.1362,0.6933,0.1011,0.406,0.0883,0.8274,0.0593,3960.0,0.0,0.1506,0.2349,0.038,0.0593,0.3095,0.1144
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,KMeansSMOTE,Baseline,--,LightGBM,0.8106,0.154,0.72,0.073,0.8416,0.0635,0.8463,0.0436,3960.0,0.0,0.1506,0.2349,0.038,0.0593,0.5692,0.1589
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,KMeansSMOTE,Baseline,--,RF,0.8338,0.0762,0.7067,0.1461,0.8384,0.0423,0.8357,0.0915,3960.0,0.0,0.1506,0.2349,0.038,0.0593,2.6897,0.7659
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,None,None,--,DT,0.6551,0.1344,0.72,0.0869,0.4687,0.0712,0.8444,0.0501,0.0,0.0,0.0011,0.0003,,,0.0659,0.0146
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,None,None,--,LightGBM,0.9446,0.0874,0.68,0.1366,0.8404,0.0861,0.8209,0.0845,0.0,0.0,0.0011,0.0003,,,0.2002,0.0473
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,None,None,--,RF,0.9179,0.0487,0.6267,0.1211,0.8302,0.1033,0.7882,0.0783,0.0,0.0,0.0011,0.0003,,,0.8355,0.1945
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,SMOTE,Baseline,--,DT,0.4771,0.0695,0.72,0.1095,0.3512,0.0952,0.8415,0.0636,3960.0,0.0,0.008,0.0014,0.002,0.0004,0.2957,0.0413
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,SMOTE,Baseline,--,LightGBM,0.7984,0.0807,0.7066,0.1535,0.8386,0.0671,0.8357,0.0905,3960.0,0.0,0.008,0.0014,0.002,0.0004,0.6834,0.1624
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,SMOTE,Baseline,--,RF,0.7727,0.0971,0.7067,0.076,0.8328,0.0773,0.8382,0.0449,3960.0,0.0,0.008,0.0014,0.002,0.0004,2.9793,0.2374
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,SVMSMOTE,Baseline,--,DT,0.5262,0.1536,0.6267,0.1211,0.3279,0.0755,0.7846,0.0768,3960.0,0.0,0.0549,0.0144,0.0139,0.0037,0.2537,0.0494
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,SVMSMOTE,Baseline,--,LightGBM,0.8628,0.0419,0.68,0.152,0.8094,0.0902,0.8196,0.0945,3960.0,0.0,0.0549,0.0144,0.0139,0.0037,0.6604,0.1409
Satellite,Satellite,40900,5100,36,67.0,Extreme,Features > 30,3,SVMSMOTE,Baseline,--,RF,0.836,0.1242,0.68,0.0989,0.8215,0.0514,0.8218,0.0602,3960.0,0.0,0.0549,0.0144,0.0139,0.0037,2.9979,0.4571
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,ADASYN,Baseline,--,DT,0.9045,0.0803,0.9036,0.0745,0.8467,0.1174,0.9343,0.0522,325.4,6.4265,0.0063,0.0004,0.0192,0.0012,0.0121,0.0014
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,ADASYN,Baseline,--,LightGBM,0.9686,0.0252,0.9815,0.0194,0.9946,0.0056,0.9851,0.0122,325.4,6.4265,0.0063,0.0004,0.0192,0.0012,0.154,0.0082
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,ADASYN,Baseline,--,RF,0.9691,0.0366,0.9723,0.0302,0.995,0.004,0.9804,0.0163,325.4,6.4265,0.0063,0.0004,0.0192,0.0012,0.3239,0.0173
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.8809,0.0601,0.9127,0.0594,0.8289,0.0896,0.9344,0.0397,9.2,8.167,0.2263,0.2278,127.6518,252.281,0.0064,0.0009
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,0.9697,0.0357,0.9862,0.0207,0.9937,0.0084,0.9874,0.0101,9.2,8.167,0.2263,0.2278,127.6518,252.281,0.0804,0.0172
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,0.9591,0.0293,0.9633,0.0259,0.9939,0.0041,0.9744,0.0161,9.2,8.167,0.2263,0.2278,127.6518,252.281,0.2943,0.067
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.8803,0.0454,0.9127,0.073,0.8275,0.0804,0.9341,0.0421,9.6,1.6733,0.3049,0.4321,27.4807,35.0437,0.0067,0.0013
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,0.9614,0.0435,0.977,0.0285,0.9944,0.0051,0.9811,0.0135,9.6,1.6733,0.3049,0.4321,27.4807,35.0437,0.081,0.0238
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,0.9732,0.029,0.977,0.0164,0.996,0.0035,0.9836,0.0097,9.6,1.6733,0.3049,0.4321,27.4807,35.0437,0.2907,0.0751
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.9335,0.05,0.9356,0.0378,0.8904,0.0599,0.9555,0.0233,23.0,5.244,0.0348,0.0301,1.6883,1.6061,0.0071,0.0018
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,0.9821,0.029,0.963,0.0454,0.9967,0.0032,0.978,0.0228,23.0,5.244,0.0348,0.0301,1.6883,1.6061,0.0896,0.0202
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,0.9774,0.0225,0.9677,0.0264,0.9959,0.0039,0.9797,0.0131,23.0,5.244,0.0348,0.0301,1.6883,1.6061,0.3174,0.0806
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.9328,0.0473,0.9308,0.0521,0.8864,0.0644,0.9529,0.0298,36.8,6.3797,0.0559,0.0349,1.6518,1.1923,0.0084,0.0022
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,0.9691,0.0333,0.9723,0.0255,0.9965,0.0032,0.9804,0.0131,36.8,6.3797,0.0559,0.0349,1.6518,1.1923,0.0895,0.019
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,0.9821,0.029,0.977,0.0164,0.9966,0.0032,0.9852,0.0098,36.8,6.3797,0.0559,0.0349,1.6518,1.1923,0.3185,0.0593
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o SVM,w/o SVM,--,DT,0.9198,0.0466,0.9447,0.0422,0.8845,0.071,0.9578,0.0287,238.8,6.4187,0.3803,0.3706,1.6211,1.6136,0.0117,0.0031
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.9733,0.029,0.9815,0.0194,0.994,0.0071,0.9859,0.0112,238.8,6.4187,0.3803,0.3706,1.6211,1.6136,0.1289,0.0226
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BSSMOTE w/o SVM,w/o SVM,--,RF,0.9728,0.0297,0.9676,0.0311,0.9922,0.0077,0.9789,0.0176,238.8,6.4187,0.3803,0.3706,1.6211,1.6136,0.3257,0.0742
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BorderlineSMOTE,Baseline,--,DT,0.9324,0.0455,0.9264,0.0345,0.8828,0.051,0.9508,0.0201,328.0,1.0,0.0061,0.0002,0.0186,0.0006,0.0126,0.0011
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BorderlineSMOTE,Baseline,--,LightGBM,0.9688,0.0337,0.9723,0.0195,0.9947,0.0049,0.9805,0.013,328.0,1.0,0.0061,0.0002,0.0186,0.0006,0.1463,0.0034
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,BorderlineSMOTE,Baseline,--,RF,0.9642,0.0373,0.9678,0.0307,0.9934,0.0051,0.9774,0.0187,328.0,1.0,0.0061,0.0002,0.0186,0.0006,0.3246,0.0074
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.877,0.0452,0.9127,0.0473,0.824,0.0644,0.9336,0.0293,10.6,12.7397,0.0577,0.0072,29.3464,27.0971,0.0073,0.0045
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,0.9651,0.0395,0.9722,0.0382,0.9938,0.0068,0.9795,0.0193,10.6,12.7397,0.0577,0.0072,29.3464,27.0971,0.0684,0.0201
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,0.9727,0.0296,0.9631,0.0265,0.9938,0.0047,0.9766,0.0154,10.6,12.7397,0.0577,0.0072,29.3464,27.0971,0.239,0.0732
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.8856,0.0433,0.9217,0.0583,0.8376,0.0714,0.9397,0.0346,25.8,6.14,0.149,0.1809,5.8581,6.9022,0.0061,0.001
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,0.9607,0.047,0.9723,0.0195,0.9938,0.0074,0.9789,0.0156,25.8,6.14,0.149,0.1809,5.8581,6.9022,0.0816,0.0207
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,0.9691,0.0333,0.977,0.0164,0.9946,0.0052,0.9828,0.0102,25.8,6.14,0.149,0.1809,5.8581,6.9022,0.2553,0.0614
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,KMeansSMOTE,Baseline,--,DT,0.9232,0.0387,0.9309,0.0464,0.878,0.0614,0.9515,0.0281,328.0,1.0,0.0195,0.0113,0.0593,0.0344,0.0107,0.0037
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,KMeansSMOTE,Baseline,--,LightGBM,0.973,0.0291,0.9816,0.0103,0.9935,0.0087,0.986,0.009,328.0,1.0,0.0195,0.0113,0.0593,0.0344,0.1354,0.0105
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,KMeansSMOTE,Baseline,--,RF,0.9816,0.0191,0.9632,0.0263,0.996,0.0042,0.9782,0.0134,328.0,1.0,0.0195,0.0113,0.0593,0.0344,0.2944,0.0256
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,None,None,--,DT,0.9298,0.0506,0.9356,0.0552,0.8863,0.0597,0.9545,0.0292,0.0,0.0,0.001,0.0001,,,0.0055,0.0006
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,None,None,--,LightGBM,0.9695,0.044,0.9631,0.0352,0.9965,0.0032,0.9757,0.0178,0.0,0.0,0.001,0.0001,,,0.0644,0.0013
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,None,None,--,RF,0.9862,0.0207,0.963,0.0354,0.9958,0.0035,0.9789,0.0186,0.0,0.0,0.001,0.0001,,,0.2156,0.0082
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,SMOTE,Baseline,--,DT,0.9226,0.0309,0.9036,0.0527,0.8574,0.0175,0.9372,0.0223,328.0,1.0,0.0041,0.0001,0.0124,0.0003,0.0131,0.0005
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,SMOTE,Baseline,--,LightGBM,0.9679,0.0258,0.9676,0.0311,0.9956,0.0035,0.9781,0.0184,328.0,1.0,0.0041,0.0001,0.0124,0.0003,0.1429,0.0027
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,SMOTE,Baseline,--,RF,0.9862,0.0204,0.9677,0.0264,0.9955,0.0036,0.9813,0.0137,328.0,1.0,0.0041,0.0001,0.0124,0.0003,0.3199,0.0156
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,SVMSMOTE,Baseline,--,DT,0.9125,0.0619,0.931,0.04,0.8686,0.0796,0.9493,0.029,328.0,1.0,0.0183,0.0004,0.0557,0.0013,0.0117,0.0014
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,SVMSMOTE,Baseline,--,LightGBM,0.969,0.0333,0.9724,0.0192,0.9957,0.004,0.9805,0.011,328.0,1.0,0.0183,0.0004,0.0557,0.0013,0.1571,0.004
Vehicle,vehicle,994,846,18,2.8807,Low,10 < Features <= 30,2,SVMSMOTE,Baseline,--,RF,0.965,0.0394,0.977,0.0164,0.9957,0.0038,0.982,0.011,328.0,1.0,0.0183,0.0004,0.0557,0.0013,0.3216,0.0116
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,ADASYN,Baseline,--,DT,0.7893,0.0455,0.8525,0.0947,0.7236,0.0822,0.8716,0.0558,124.4,1.6733,0.0053,0.001,0.0427,0.0084,0.0047,0.0012
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,ADASYN,Baseline,--,LightGBM,0.809,0.0653,0.9015,0.0153,0.8924,0.0412,0.8985,0.0264,124.4,1.6733,0.0053,0.001,0.0427,0.0084,0.0437,0.0109
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,ADASYN,Baseline,--,RF,0.8406,0.0425,0.9158,0.0307,0.9016,0.0426,0.9157,0.0203,124.4,1.6733,0.0053,0.001,0.0427,0.0084,0.2187,0.0598
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.7479,0.0929,0.8796,0.0655,0.6966,0.0866,0.8646,0.0417,5.4,6.0249,0.0521,0.0449,40.162,53.4893,0.0031,0.0005
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,0.8094,0.073,0.8944,0.0254,0.9072,0.0557,0.8947,0.023,5.4,6.0249,0.0521,0.0449,40.162,53.4893,0.0315,0.0064
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,0.8473,0.0465,0.9158,0.0307,0.9186,0.0452,0.9172,0.0093,5.4,6.0249,0.0521,0.0449,40.162,53.4893,0.1833,0.0516
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.7511,0.1028,0.8655,0.0598,0.6933,0.0941,0.8594,0.0422,18.6,4.5056,0.0544,0.0357,2.9735,1.7279,0.0032,0.0006
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,0.8136,0.0569,0.9015,0.0153,0.9063,0.0477,0.9002,0.0138,18.6,4.5056,0.0544,0.0357,2.9735,1.7279,0.0299,0.0065
Wholesale-customers,wholesale-customers,1511,440,8,2.0986,Low,Features <= 10,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,0.8473,0.0465,0.9158,0.0307,0.9159,0.0524,0.9172,0.0093,18.6,4.5056,0.0544,0.0357,2.9735,1.7279,0.1849,0.0462
