Dataset,Dataset_File,OpenML_ID,Instances,Features,IR,IR_Category,Feature_Interval,Feature_Interval_Order,Majority_Count,Minority_Count,Fold,Oversampler,Variant,SVM,Model,Precision,Recall,AUC_PR,GMean,Generated_Samples,Synthetic_Added,Majority_Removed,Net_Row_Change,Resample_Time_s,Time_per_Generated_ms,Time_per_Instance_ms,Model_Fit_Time_s,Prediction_Time_s,Sampler_Status,Model_Status,Seed
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o SVM,w/o SVM,--,RF,1.0,0.65,0.9911,0.8062,1198,1198.0,80.0,1118.0,0.1026,0.0856,0.0856,2.6483,0.0279,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,3,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.973,0.9,0.9813,0.9474,1198,1198.0,80.0,1118.0,0.1026,0.0856,0.0856,1.132,0.011,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.8649,0.8,0.7119,0.8882,122,122.0,68.0,54.0,0.1147,0.9399,0.9399,0.1493,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,0.9714,0.85,0.9785,0.9207,122,122.0,68.0,54.0,0.1147,0.9399,0.9399,1.1317,0.0183,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,0.975,0.975,0.9823,0.986,122,122.0,68.0,54.0,0.1147,0.9399,0.9399,0.6238,0.009,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.878,0.9,0.8002,0.9421,129,129.0,68.0,61.0,0.1582,1.2263,1.2263,0.1219,0.0006,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,1.0,0.875,0.9932,0.9354,129,129.0,68.0,61.0,0.1582,1.2263,1.2263,1.1167,0.0242,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,1.0,0.975,0.9872,0.9874,129,129.0,68.0,61.0,0.1582,1.2263,1.2263,0.6384,0.0091,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.7381,0.775,0.5945,0.8668,128,128.0,0.0,128.0,0.0188,0.1469,0.1469,0.1617,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,1.0,0.8,0.9877,0.8944,128,128.0,0.0,128.0,0.0188,0.1469,0.1469,1.1997,0.0194,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,0.9737,0.925,0.9851,0.9604,128,128.0,0.0,128.0,0.0188,0.1469,0.1469,0.6571,0.0089,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.7826,0.9,0.7143,0.9354,124,124.0,0.0,124.0,0.0564,0.4547,0.4547,0.1073,0.0006,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,1.0,0.85,0.9911,0.922,124,124.0,0.0,124.0,0.0564,0.4547,0.4547,1.4798,0.0288,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,1.0,0.975,0.9882,0.9874,124,124.0,0.0,124.0,0.0564,0.4547,0.4547,0.9877,0.0117,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.9429,0.825,0.7954,0.9058,1,1.0,68.0,-67.0,1.2276,1227.5651,1227.5651,0.1198,0.001,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,1.0,0.85,0.9879,0.922,1,1.0,68.0,-67.0,1.2276,1227.5651,1227.5651,1.2915,0.0178,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,0.975,0.975,0.9835,0.986,1,1.0,68.0,-67.0,1.2276,1227.5651,1227.5651,0.6168,0.0097,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.9429,0.825,0.7954,0.9058,1,1.0,68.0,-67.0,0.1285,128.5083,128.5083,0.0879,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,1.0,0.9,0.9878,0.9487,1,1.0,68.0,-67.0,0.1285,128.5083,128.5083,1.0449,0.0182,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,0.975,0.975,0.9846,0.986,1,1.0,68.0,-67.0,0.1285,128.5083,128.5083,0.6214,0.0099,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o SVM,w/o SVM,--,DT,0.74,0.925,0.692,0.9442,1212,1212.0,64.0,1148.0,0.1157,0.0954,0.0954,0.228,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o SVM,w/o SVM,--,RF,1.0,0.9,0.9878,0.9487,1212,1212.0,64.0,1148.0,0.1157,0.0954,0.0954,2.4407,0.0195,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,4,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,1.0,0.975,0.9889,0.9874,1212,1212.0,64.0,1148.0,0.1157,0.0954,0.0954,0.7517,0.0085,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.7692,0.75,0.6019,0.8551,2,2.0,76.0,-74.0,0.4616,230.7863,230.7863,0.1795,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,1.0,0.85,1.0,0.922,2,2.0,76.0,-74.0,0.4616,230.7863,230.7863,1.0385,0.0181,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,1.0,1.0,1.0,1.0,2,2.0,76.0,-74.0,0.4616,230.7863,230.7863,0.6109,0.0097,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.8372,0.9,0.7635,0.9394,97,97.0,76.0,21.0,0.1419,1.4629,1.4629,0.1117,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,1.0,0.9,1.0,0.9487,97,97.0,76.0,21.0,0.1419,1.4629,1.4629,1.1137,0.0184,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,1.0,1.0,1.0,1.0,97,97.0,76.0,21.0,0.1419,1.4629,1.4629,0.6173,0.0091,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.8,0.9,0.73,0.9367,129,129.0,0.0,129.0,0.0161,0.1251,0.1251,0.1773,0.0006,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,1.0,0.8,1.0,0.8944,129,129.0,0.0,129.0,0.0161,0.1251,0.1251,1.168,0.0186,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,1.0,1.0,1.0,1.0,129,129.0,0.0,129.0,0.0161,0.1251,0.1251,0.6398,0.0093,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.7857,0.825,0.6657,0.8969,122,122.0,0.0,122.0,0.0536,0.4393,0.4393,0.1335,0.0006,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,1.0,0.775,1.0,0.8803,122,122.0,0.0,122.0,0.0536,0.4393,0.4393,1.195,0.0182,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,1.0,1.0,1.0,1.0,122,122.0,0.0,122.0,0.0536,0.4393,0.4393,0.6355,0.009,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.8333,0.75,0.65,0.8588,16,16.0,76.0,-60.0,0.1061,6.6298,6.6298,0.1636,0.0008,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,1.0,0.9,1.0,0.9487,16,16.0,76.0,-60.0,0.1061,6.6298,6.6298,1.0915,0.0187,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,1.0,1.0,1.0,1.0,16,16.0,76.0,-60.0,0.1061,6.6298,6.6298,0.6776,0.0133,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.8108,0.75,0.6331,0.8576,1,1.0,76.0,-75.0,0.5819,581.9242,581.9242,0.2518,0.0009,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,1.0,0.825,1.0,0.9083,1,1.0,76.0,-75.0,0.5819,581.9242,581.9242,1.5068,0.0286,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,1.0,1.0,1.0,1.0,1,1.0,76.0,-75.0,0.5819,581.9242,581.9242,0.9486,0.0126,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o SVM,w/o SVM,--,DT,0.75,0.9,0.685,0.9327,1204,1204.0,76.0,1128.0,0.7173,0.5957,0.5957,0.3307,0.0007,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o SVM,w/o SVM,--,RF,1.0,0.975,1.0,0.9874,1204,1204.0,76.0,1128.0,0.7173,0.5957,0.5957,2.4336,0.0198,success,success,42
Mfeat-karhunen,mfeat-karhunen,1020,2000,64,9.0,Medium,Features > 30,3,1800.0,200.0,5,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,1.0,1.0,1.0,1.0,1204,1204.0,76.0,1128.0,0.7173,0.5957,0.5957,0.7567,0.0082,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.9524,1.0,0.9524,0.9972,154,154.0,140.0,14.0,0.1354,0.8793,0.8793,0.0925,0.0007,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,1.0,0.975,1.0,0.9874,154,154.0,140.0,14.0,0.1354,0.8793,0.8793,0.7691,0.0168,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,0.9756,1.0,1.0,0.9986,154,154.0,140.0,14.0,0.1354,0.8793,0.8793,0.6895,0.0093,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.8864,0.975,0.8667,0.9805,44,44.0,140.0,-96.0,0.1867,4.243,4.243,0.1065,0.0007,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,1.0,0.975,1.0,0.9874,44,44.0,140.0,-96.0,0.1867,4.243,4.243,0.7555,0.0195,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,1.0,1.0,1.0,1.0,44,44.0,140.0,-96.0,0.1867,4.243,4.243,0.6673,0.0089,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,1.0,0.95,0.955,0.9747,213,213.0,0.0,213.0,0.0181,0.085,0.085,0.0722,0.0007,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,1.0,0.95,1.0,0.9747,213,213.0,0.0,213.0,0.0181,0.085,0.085,0.8823,0.0161,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,1.0,1.0,1.0,1.0,213,213.0,0.0,213.0,0.0181,0.085,0.085,0.7167,0.0088,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.9286,0.975,0.9079,0.9833,61,61.0,0.0,61.0,0.0426,0.699,0.699,0.1369,0.0007,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,1.0,0.975,1.0,0.9874,61,61.0,0.0,61.0,0.0426,0.699,0.699,0.8407,0.0161,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,1.0,1.0,1.0,1.0,61,61.0,0.0,61.0,0.0426,0.699,0.699,0.8302,0.0111,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.9286,0.975,0.9079,0.9833,5,5.0,140.0,-135.0,1.3579,271.5885,271.5885,0.1446,0.0009,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,1.0,0.975,1.0,0.9874,5,5.0,140.0,-135.0,1.3579,271.5885,271.5885,1.0321,0.0309,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,1.0,1.0,1.0,1.0,5,5.0,140.0,-135.0,1.3579,271.5885,271.5885,1.0019,0.0137,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.8864,0.975,0.8667,0.9805,1,1.0,140.0,-139.0,0.418,418.0241,418.0241,0.1159,0.0007,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,1.0,0.975,1.0,0.9874,1,1.0,140.0,-139.0,0.418,418.0241,418.0241,0.7608,0.0161,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,1.0,1.0,1.0,1.0,1,1.0,140.0,-139.0,0.418,418.0241,418.0241,0.6606,0.0103,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o SVM,w/o SVM,--,DT,0.8333,1.0,0.8333,0.9888,1140,1140.0,140.0,1000.0,0.1341,0.1177,0.1177,0.1178,0.0007,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o SVM,w/o SVM,--,RF,1.0,0.975,1.0,0.9874,1140,1140.0,140.0,1000.0,0.1341,0.1177,0.1177,1.294,0.0162,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,1,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.9091,1.0,1.0,0.9944,1140,1140.0,140.0,1000.0,0.1341,0.1177,0.1177,0.7888,0.0086,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.925,0.925,0.8631,0.9578,174,174.0,135.0,39.0,0.1257,0.7227,0.7227,0.0963,0.0007,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,1.0,0.95,1.0,0.9747,174,174.0,135.0,39.0,0.1257,0.7227,0.7227,0.8149,0.0159,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,0.95,0.95,0.9952,0.972,174,174.0,135.0,39.0,0.1257,0.7227,0.7227,0.7505,0.0088,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.9744,0.95,0.9306,0.9733,141,141.0,135.0,6.0,0.1543,1.0942,1.0942,0.0611,0.0008,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,1.0,0.975,1.0,0.9874,141,141.0,135.0,6.0,0.1543,1.0942,1.0942,0.7568,0.0161,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,Full BSSMOTE RBF,Full BSSMOTE,RBF,LightGBM,1.0,0.95,0.9958,0.9747,141,141.0,135.0,6.0,0.1543,1.0942,1.0942,0.7358,0.0077,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,DT,0.8974,0.875,0.7978,0.9302,22,22.0,0.0,22.0,0.0161,0.7297,0.7297,0.1025,0.0007,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,RF,1.0,0.95,0.9994,0.9747,22,22.0,0.0,22.0,0.0161,0.7297,0.7297,0.8284,0.0163,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o Clustering Linear,w/o Clustering,Linear,LightGBM,0.9744,0.95,0.9981,0.9733,22,22.0,0.0,22.0,0.0161,0.7297,0.7297,0.9446,0.0121,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,DT,0.9286,0.975,0.9079,0.9833,182,182.0,0.0,182.0,0.0859,0.4719,0.4719,0.0919,0.0009,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,RF,1.0,0.95,1.0,0.9747,182,182.0,0.0,182.0,0.0859,0.4719,0.4719,1.2017,0.0293,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o Clustering RBF,w/o Clustering,RBF,LightGBM,1.0,0.95,0.9948,0.9747,182,182.0,0.0,182.0,0.0859,0.4719,0.4719,1.0967,0.0108,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,DT,0.9024,0.925,0.8423,0.9564,3,3.0,135.0,-132.0,0.9423,314.0932,314.0932,0.1282,0.001,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,RF,1.0,0.95,1.0,0.9747,3,3.0,135.0,-132.0,0.9423,314.0932,314.0932,0.7689,0.0158,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o ADASYN Linear,w/o ADASYN,Linear,LightGBM,0.9744,0.95,0.9965,0.9733,3,3.0,135.0,-132.0,0.9423,314.0932,314.0932,0.645,0.0088,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,DT,0.9024,0.925,0.8423,0.9564,1,1.0,135.0,-134.0,0.128,128.0434,128.0434,0.0912,0.0007,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,RF,1.0,0.925,1.0,0.9618,1,1.0,135.0,-134.0,0.128,128.0434,128.0434,0.7762,0.0163,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o ADASYN RBF,w/o ADASYN,RBF,LightGBM,0.9744,0.95,0.9965,0.9733,1,1.0,135.0,-134.0,0.128,128.0434,128.0434,0.6753,0.0093,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o SVM,w/o SVM,--,DT,0.975,0.975,0.9531,0.986,1145,1145.0,135.0,1010.0,0.1222,0.1068,0.1068,0.0731,0.0007,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o SVM,w/o SVM,--,RF,1.0,0.95,1.0,0.9747,1145,1145.0,135.0,1010.0,0.1222,0.1068,0.1068,1.2808,0.0167,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,2,BSSMOTE w/o SVM,w/o SVM,--,LightGBM,0.9744,0.95,0.9866,0.9733,1145,1145.0,135.0,1010.0,0.1222,0.1068,0.1068,0.7398,0.0072,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,DT,0.8511,1.0,0.8511,0.9902,159,159.0,135.0,24.0,0.1419,0.8927,0.8927,0.0964,0.0007,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,RF,1.0,0.95,1.0,0.9747,159,159.0,135.0,24.0,0.1419,0.8927,0.8927,0.787,0.0192,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,3,Full BSSMOTE Linear,Full BSSMOTE,Linear,LightGBM,1.0,0.975,0.9988,0.9874,159,159.0,135.0,24.0,0.1419,0.8927,0.8927,0.6756,0.0078,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,DT,0.9024,0.925,0.8423,0.9564,19,19.0,135.0,-116.0,0.1672,8.7994,8.7994,0.1027,0.0007,success,success,42
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1800.0,200.0,3,Full BSSMOTE RBF,Full BSSMOTE,RBF,RF,1.0,0.95,1.0,0.9747,19,19.0,135.0,-116.0,0.1672,8.7994,8.7994,0.7633,0.0163,success,success,42
